area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
400 mi (645 km),Greater Phoenix,57/sq mi (22/km,As of 2010,Phoenix,UTC−07:00,14th,Arizona Supreme Court,House of Representatives,5 Democrats4 Republicans (list),29th,Doug Ducey,6th,72 ft (22 m),Ditat Deus (God enriches),The Grand Canyon State;The Copper State;The Valentine State,Katie Hobbs,"$56,581",English,"113,990[1] sq mi (295,234 km2)",Arizona Legislature,"4,100 ft (1,250 m)",https://en.wikipedia.org/wiki/Arizona,"""The Arizona March Song""","12,637 ft (3,852 m)","February 14, 1912 (48th)",33rd,Arizonan,Arizona,Senate,United States,Kyrsten Sinema,Arizona Territory,310 mi (500 km)
