area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"4,507 sq mi (11,672 km",Island of Oʻahu,"1,415,872","Hawaii resident,",Honolulu,English,0 ft (0 m),Supreme Court of Hawaii,House of Representatives,1: Ed Case (D)2: Kai Kahele (D) (list),13th,David Ige,"6,423 sq mi (16,638 km","3,030 ft (920 m)","Ua Mau ke Ea o ka ʻĀina i ka Pono(""The Life of the Land Is Perpetuated in Righteousness"")[3]","The Aloha State (official), Paradise of the Pacific,[1] The Islands of Aloha, The 808 State[2]",Josh Green,221/sq mi (82.6/km,4th,"10,931 sq mi (28,311 km2)",State Legislature,"1,522 mi (2,450 km)",https://en.wikipedia.org/wiki/Hawaii,Hawaiʻi Ponoʻī,n/a mi (n/a km),"August 21, 1959 (50th)",40th,"$77,765",Hawaii,Senate,United States,,Territory of Hawaii,43rd
