area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
280 mi (452 km),Cheyenne Metro Area,5.97/sq mi (2.31/km,UTC−07:00,Cheyenne,UTC−06:00,50th,Wyoming Supreme Court,House of Representatives,Liz Cheney (R) (list),20th,Mark Gordon,10th,"3,101 ft (945 m)",Equal Rights,Equality State (official);Cowboy State; Big Wyoming[1],Edward Buchanan,"$62,268",English,"97,914[1] sq mi (253,600 km2)",Wyoming Legislature,"6,700 ft (2,040 m)",https://en.wikipedia.org/wiki/Wyoming,Wyoming,"13,809 ft (4,209.1 m)","July 10, 1890 (44th)",49th,Wyomingite,Wyoming,Senate,United States,John Barrasso,Wyoming Territory,372.8 mi (600 km)
