area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"1,304 sq mi (3,377 km",Greater Oklahoma City,"3,980,783",Oklahoman;,Oklahoma City,English,289 ft (88 m),Oklahoma Supreme Court,House of Representatives,5 Republicans (list),35th,Kevin Stitt,"68,595 sq mi (177,660 km","1,300 ft (400 m)",Labor omnia vincit (Latin: Work conquers all),"Native America, Land of the Red Man, Sooner State",Matt Pinnell,55.2/sq mi (21.3/km,44th,"69,899 sq mi (181,037 km2)",Oklahoma Legislature,465 mi (749 km),https://en.wikipedia.org/wiki/Oklahoma,Oklahoma,230 mi (370 km),"November 16, 1907 (46th)",28th,"$50,051",Oklahoma,Senate,United States,,,20th
