area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
8th,Jared Polis,21st,English,Denver metropolitan area,UTC−07:00,"5,758,736",Michael Bennet,Colorado Supreme Court,"104,094 sq mi (269,837 km2)","$69,117",Dianne Primavera,376 sq mi (962 km,"14,440 ft (4,401.2 m)",Nil sine numine(English: Nothing without providence),"The Centennial State, Colo",General Assembly,37th,Coloradan,"103,718 sq mi (268,875 km2)",Senate,280 mi (450 km),https://en.wikipedia.org/wiki/Colorado,Where the Columbines Grow,"6,800 ft (2,070 m)",Denver,52.0/sq mi (19.9/km,12th,Colorado,House of Representatives,United States,4 Democrats,"August 1, 1876",380 mi (610 km)
