area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"81,759",Wichita,679 ft (207 m),31st,Topeka,Kansan,"4,041 ft (1,232 m)",House of Representatives,Senate,Jerry Moran (R)Roger Marshall (R),34.9/sq mi (13.5/km,Kansas portion of,"82,278",410,Ad astra per aspera (Latin for To the stars through difficulties),The Sunflower State (official);The Wheat State[1] The Jayhawker State[1],Laura Kelly,35th,"$56,422",1: Tracey Mann (R)2: Jake LaTurner (R)3: Sharice Davids (D)4: Ron Estes (R) (list),David Toland,15th,https://en.wikipedia.org/wiki/Kansas,Home on the Range,213,"January 29, 1861","2,913,314",40th,Kansas,Kansas Legislature,United States,Kansas Supreme Court,Kansas Territory,520
