area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"68,994 sq mi (178,694 km",Fargo,864 ft (216 m),19th,Bismarck,North Dakotan,"3,606 ft (1,069 m)",House of Representatives,Senate,John Hoeven (R)Kevin Cramer (R),10.73/sq mi (4.13/km,Fargo metropolitan area,"70,704 sq mi (183,123 km",200 mi (321 km),"Liberty and Union, Now and Forever, One and Inseparable","Peace Garden State,Roughrider State, Flickertail State, Heaven on Earth",Doug Burgum,47th,"$61,843",Kelly Armstrong (R) (list),Brent Sanford,19th,https://en.wikipedia.org/wiki/North Dakota,North Dakota Hymn,300 mi (482 km),"November 2, 1889 (39th)","762,062",47th,North Dakota,Legislative Assembly,United States,North Dakota Supreme Court,Dakota Territory,"1,710 sq mi (4,429 km"
