area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"2,715 sq mi (7,032 km",Greater Boston,"6,892,503",Bay Stater (official),Boston,English,0 ft (0 m),Massachusetts Supreme Judicial Court,House of Representatives,9 Democrats (list),3rd,Charlie Baker,"7,840 sq mi (20,306 km",500 ft (150 m),"Ense petit placidam sub libertate quietem (Latin)By the sword we seek peace, but peace only under liberty",The Bay State (official)The Pilgrim State; The Puritan StateThe Old Colony StateThe Baked Bean State[1],Karyn Polito,840/sq mi (324/km,5th,"10,565[2] sq mi (27,337 km2)",General Court,190 mi (296 km),https://en.wikipedia.org/wiki/Massachusetts,All Hail to Massachusetts,115 mi (184 km),"February 6, 1788 (6th)",15th,"$77,385",Massachusetts,Senate,United States,Elizabeth Warren,Province of Massachusetts Bay,44th
