area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"48,711 sq mi (126,161 km",Charlotte,0 ft (0 m),39th,Raleigh,North Carolinian (official);,"6,684 ft (2,037 m)",House of Representatives,Senate,Richard Burr (R)Thom Tillis (R),208.7/sq mi (80.6/km,Greater Charlotte,"53,819 sq mi (139,390 km",300 mi (480 km),"Esse quam videri:[1] ""To be, rather than to seem"" (official); First in Flight",Old North State; Tar Heel State,Roy Cooper,9th,"$52,752",8 Republicans5 Democrats (list),Mark Robinson,28th,https://en.wikipedia.org/wiki/North Carolina,The Old North State,600,"November 21, 1789 (12th)","10,488,084",15th,North Carolina,General Assembly,United States,North Carolina Supreme Court,Province of North-Carolina,"1,972 sq mi (5,108 km"
