area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"44,816.61 sq mi (116,074 km",Philadelphia,0 ft (0 m),25th,Harrisburg,Pennsylvanian,"3,213 ft (979 m)",House of Representatives,State Senate,Bob Casey Jr. (D)Pat Toomey (R),284/sq mi (110/km,Delaware Valley,"46,055 sq mi (119,283 km",283 mi (455 km),"Virtue, Liberty and Independence",Keystone State;[1] Quaker State,Tom Wolf,5th,"$59,195",9 Democrats9 Republicans (list),John Fetterman,33rd,https://en.wikipedia.org/wiki/Pennsylvania,Pennsylvania,170 mi (273 km),"December 12, 1787 (2nd)","12,801,989",9th,Pennsylvania,General Assembly,United States,Supreme Court of Pennsylvania,Province of Pennsylvania,"1,239 sq mi (3,208 km"
