area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
96 mi (154 km),Wilmington,469/sq mi (179/km,UTC−05:00,Dover,UTC−04:00,46th,Delaware Supreme Court,House of Representatives,Lisa Blunt Rochester (D) (list),18th,John Carney,49th,0 ft (0 m),Liberty and Independence,The First State; The Small Wonder;[1] Blue Hen State; The Diamond State,Bethany Hall-Long,"$62,852",None,"1,982[2] sq mi (5,130 km2)",General Assembly,60 ft (20 m),https://en.wikipedia.org/wiki/Delaware,Our Delaware,447.85 ft (136.50468 m),"December 7, 1787 (1st)",6th,Delawarean,Delaware,Senate,United States,Tom Carper,Delaware Colony,30 mi (48 km)
