area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"109,781.18 sq mi (284,332 km",Las Vegas,481 ft (147 m),27th,Carson City,Nevadan,"13,147 ft (4,007.1 m)",Assembly,Senate,Catherine Cortez Masto (D)Jacky Rosen (D),26.8/sq mi (10.3/km,Las Vegas Valley,"110,577",322 mi (519 km),All for Our Country,The Silver State (official);Sagebrush State; Battle Born State,Steve Sisolak,32nd,"$58,003",1: Dina Titus (D)2: Mark Amodei (R)3: Susie Lee (D)4: Steven Horsford (D) (list),Kate Marshall,7th,https://en.wikipedia.org/wiki/Nevada,Home Means Nevada,492 mi (787 km),"October 31, 1864 (36th)","3,080,156",42nd,Nevada,Nevada Legislature,United States,Supreme Court of Nevada,Nevada Territory,"791 sq mi (2,048 km"
