area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"30,862 sq mi (80,005 km",Portland,0 ft (0 m),32nd,Augusta,Mainer,"5,270 ft (1,606.4 m)",House of Representatives,Senate,Susan Collins (R)Angus King (I),43.8/sq mi (16.9/km,Greater Portland,"35,385 sq mi (91,646 km",205 mi (330 km),"""Dirigo""(Latin for ""I lead"", ""I guide"", or ""I direct"")","""The Pine Tree State""""Vacationland""[1]",Janet Mills,42nd,"$56,277",1. Chellie Pingree (D)2. Jared Golden (D) (list),Troy Jackson,39th,https://en.wikipedia.org/wiki/Maine,State of Maine,320 mi (515 km),"March 15, 1820 (23rd)","1,344,212",38th,Maine,Maine Legislature,United States,Maine Supreme Judicial Court,District of Maine,"4,523 sq mi (11,724 km"
