area_land,largest_city,dimensions_lowest_elevation,population_income_rank,capital,demonym,dimensions_highest_elevation,government_legislature_lower_house,government_legislature_upper_house,government_us_senators,population_density,smallest_city,area_total,dimensions_width,motto,nickname,government_governor,population_rank,population_median_household_income,government_us_house,government_lieutenant_governor,area_rank,url,anthem,dimensions_length,unionized,population_total,population_density_rank,state,government_legislature,country,government_judiciary,territory,area_water
"79,610 sq mi (206,375 km",Minneapolis,602 ft (183 m),10th,Saint Paul,Minnesotan,"2,301 ft (701 m)",House of Representatives,Senate,Amy Klobuchar (DFL)Tina Smith (DFL),68.9/sq mi (26.6/km,Minneapolis–Saint Paul,"86,950 sq mi (225,163 km",200–350 mi (320–560 km),L'Étoile du Nord (French: The Star of the North),"Land of 10,000 Lakes;North Star State; Gopher State",Tim Walz,22nd,"$68,388",4 Democrats4 Republicans (list),Peggy Flanagan,12th,https://en.wikipedia.org/wiki/Minnesota,Hail! Minnesota,about 400 mi (640 km),"May 11, 1858 (32nd)","5,639,632",30th (2015 estimate),Minnesota,Minnesota Legislature,United States,Minnesota Supreme Court,Minnesota Territory,"7,329 sq mi (18,990 km"
